date,district,cases
2022-06-03,Bahawalpur,59
2022-06-04,Bahawalpur,45
2022-06-05,Bahawalpur,59
2022-06-06,Bahawalpur,63
2022-06-07,Bahawalpur,72
2022-06-08,Bahawalpur,47
2022-06-09,Bahawalpur,58
2022-06-10,Bahawalpur,42
2022-06-11,Bahawalpur,56
2022-06-12,Bahawalpur,66
2022-06-13,Bahawalpur,46
2022-06-14,Bahawalpur,46
2022-06-15,Bahawalpur,47
2022-06-16,Bahawalpur,77
2022-06-17,Bahawalpur,59
2022-06-18,Bahawalpur,65
2022-06-19,Bahawalpur,63
2022-06-20,Bahawalpur,60
2022-06-21,Bahawalpur,69
2022-06-22,Bahawalpur,48
2022-06-23,Bahawalpur,57
2022-06-24,Bahawalpur,53
2022-06-25,Bahawalpur,50
2022-06-26,Bahawalpur,64
2022-06-27,Bahawalpur,41
2022-06-28,Bahawalpur,53
2022-06-29,Bahawalpur,51
2022-06-30,Bahawalpur,58
2022-07-01,Bahawalpur,80
2022-07-02,Bahawalpur,94
2022-07-03,Bahawalpur,83
2022-07-04,Bahawalpur,80
2022-07-05,Bahawalpur,82
2022-07-06,Bahawalpur,76
2022-07-07,Bahawalpur,88
2022-07-08,Bahawalpur,60
2022-07-09,Bahawalpur,73
2022-07-10,Bahawalpur,91
2022-07-11,Bahawalpur,80
2022-07-12,Bahawalpur,89
2022-07-13,Bahawalpur,88
2022-07-14,Bahawalpur,83
2022-07-15,Bahawalpur,78
2022-07-16,Bahawalpur,96
2022-07-17,Bahawalpur,63
2022-07-18,Bahawalpur,76
2022-07-19,Bahawalpur,87
2022-07-20,Bahawalpur,93
2022-07-21,Bahawalpur,67
2022-07-22,Bahawalpur,70
2022-07-23,Bahawalpur,71
2022-07-24,Bahawalpur,69
2022-07-25,Bahawalpur,62
2022-07-26,Bahawalpur,67
2022-07-27,Bahawalpur,69
2022-07-28,Bahawalpur,87
2022-07-29,Bahawalpur,84
2022-07-30,Bahawalpur,64
2022-07-31,Bahawalpur,70
2022-08-01,Bahawalpur,119
2022-08-02,Bahawalpur,122
2022-08-03,Bahawalpur,155
2022-08-04,Bahawalpur,142
2022-08-05,Bahawalpur,140
2022-08-06,Bahawalpur,137
2022-08-07,Bahawalpur,93
2022-08-08,Bahawalpur,116
2022-08-09,Bahawalpur,128
2022-08-10,Bahawalpur,145
2022-08-11,Bahawalpur,136
2022-08-12,Bahawalpur,119
2022-08-13,Bahawalpur,113
2022-08-14,Bahawalpur,113
2022-08-15,Bahawalpur,130
2022-08-16,Bahawalpur,120
2022-08-17,Bahawalpur,144
2022-08-18,Bahawalpur,130
2022-08-19,Bahawalpur,135
2022-08-20,Bahawalpur,83
2022-08-21,Bahawalpur,107
2022-08-22,Bahawalpur,96
2022-08-23,Bahawalpur,114
2022-08-24,Bahawalpur,117
2022-08-25,Bahawalpur,93
2022-08-26,Bahawalpur,129
2022-08-27,Bahawalpur,118
2022-08-28,Bahawalpur,108
2022-08-29,Bahawalpur,109
2022-08-30,Bahawalpur,127
2022-08-31,Bahawalpur,127
2022-09-01,Bahawalpur,132
2022-09-02,Bahawalpur,136
2022-09-03,Bahawalpur,124
2022-09-04,Bahawalpur,103
2022-09-05,Bahawalpur,103
2022-09-06,Bahawalpur,112
2022-09-07,Bahawalpur,114
2022-09-08,Bahawalpur,107
2022-09-09,Bahawalpur,104
2022-09-10,Bahawalpur,146
2022-09-11,Bahawalpur,126
2022-09-12,Bahawalpur,122
2022-09-13,Bahawalpur,123
2022-09-14,Bahawalpur,152
2022-09-15,Bahawalpur,138
2022-09-16,Bahawalpur,103
2022-09-17,Bahawalpur,122
2022-09-18,Bahawalpur,86
2022-09-19,Bahawalpur,108
2022-09-20,Bahawalpur,131
2022-09-21,Bahawalpur,125
2022-09-22,Bahawalpur,125
2022-09-23,Bahawalpur,112
2022-09-24,Bahawalpur,133
2022-09-25,Bahawalpur,146
2022-09-26,Bahawalpur,111
2022-09-27,Bahawalpur,115
2022-09-28,Bahawalpur,101
2022-09-29,Bahawalpur,112
2022-09-30,Bahawalpur,104
2022-10-01,Bahawalpur,99
2022-10-02,Bahawalpur,117
2022-10-03,Bahawalpur,108
2022-10-04,Bahawalpur,108
2022-10-05,Bahawalpur,93
2022-10-06,Bahawalpur,118
2022-10-07,Bahawalpur,108
2022-10-08,Bahawalpur,124
2022-10-09,Bahawalpur,105
2022-10-10,Bahawalpur,130
2022-10-11,Bahawalpur,131
2022-10-12,Bahawalpur,104
2022-10-13,Bahawalpur,99
2022-10-14,Bahawalpur,128
2022-10-15,Bahawalpur,98
2022-10-16,Bahawalpur,99
2022-10-17,Bahawalpur,113
2022-10-18,Bahawalpur,97
2022-10-19,Bahawalpur,96
2022-10-20,Bahawalpur,97
2022-10-21,Bahawalpur,108
2022-10-22,Bahawalpur,105
2022-10-23,Bahawalpur,126
2022-10-24,Bahawalpur,95
2022-10-25,Bahawalpur,155
2022-10-26,Bahawalpur,122
2022-10-27,Bahawalpur,100
2022-10-28,Bahawalpur,116
2022-10-29,Bahawalpur,132
2022-10-30,Bahawalpur,107
2022-10-31,Bahawalpur,131
2022-11-01,Bahawalpur,46
2022-11-02,Bahawalpur,55
2022-11-03,Bahawalpur,76
2022-11-04,Bahawalpur,81
2022-11-05,Bahawalpur,73
2022-11-06,Bahawalpur,72
2022-11-07,Bahawalpur,76
2022-11-08,Bahawalpur,70
2022-11-09,Bahawalpur,46
2022-11-10,Bahawalpur,62
2022-11-11,Bahawalpur,82
2022-11-12,Bahawalpur,81
2022-11-13,Bahawalpur,62
2022-11-14,Bahawalpur,67
2022-11-16,Bahawalpur,80
2022-11-17,Bahawalpur,58
2022-11-18,Bahawalpur,75
2022-11-19,Bahawalpur,70
2022-11-20,Bahawalpur,78
2022-11-21,Bahawalpur,67
2022-11-22,Bahawalpur,76
2022-11-23,Bahawalpur,73
2022-11-24,Bahawalpur,70
2022-11-25,Bahawalpur,57
2022-11-26,Bahawalpur,66
2022-11-27,Bahawalpur,61
2022-11-28,Bahawalpur,77
2022-11-29,Bahawalpur,55
2022-11-30,Bahawalpur,74
2022-12-01,Bahawalpur,34
2022-12-02,Bahawalpur,41
2022-12-03,Bahawalpur,37
2022-12-04,Bahawalpur,35
2022-12-05,Bahawalpur,46
2022-12-06,Bahawalpur,50
2022-12-07,Bahawalpur,44
2022-12-08,Bahawalpur,49
2022-12-09,Bahawalpur,36
2022-12-10,Bahawalpur,26
2022-12-11,Bahawalpur,26
2022-12-12,Bahawalpur,46
2022-12-13,Bahawalpur,38
2022-12-14,Bahawalpur,37
2022-12-15,Bahawalpur,47
2022-12-16,Bahawalpur,32
2022-12-17,Bahawalpur,40
2022-12-18,Bahawalpur,46
2022-12-19,Bahawalpur,39
2022-12-20,Bahawalpur,38
2022-12-21,Bahawalpur,37
2022-12-22,Bahawalpur,42
2022-12-24,Bahawalpur,46
2022-12-25,Bahawalpur,42
2022-12-26,Bahawalpur,52
2022-12-27,Bahawalpur,35
2022-12-28,Bahawalpur,26
2022-12-29,Bahawalpur,27
2022-12-30,Bahawalpur,31
2022-12-31,Bahawalpur,29
2023-01-01,Bahawalpur,47
2023-01-02,Bahawalpur,28
2023-01-03,Bahawalpur,35
2023-01-04,Bahawalpur,36
2023-01-05,Bahawalpur,34
2023-01-06,Bahawalpur,43
2023-01-07,Bahawalpur,43
2023-01-08,Bahawalpur,32
2023-01-09,Bahawalpur,27
2023-01-10,Bahawalpur,23
2023-01-11,Bahawalpur,36
2023-01-12,Bahawalpur,23
2023-01-13,Bahawalpur,25
2023-01-14,Bahawalpur,34
2023-01-15,Bahawalpur,50
2023-01-16,Bahawalpur,37
2023-01-17,Bahawalpur,34
2023-01-18,Bahawalpur,42
2023-01-19,Bahawalpur,36
2023-01-20,Bahawalpur,31
2023-01-21,Bahawalpur,28
2023-01-22,Bahawalpur,27
2023-01-23,Bahawalpur,39
2023-01-24,Bahawalpur,32
2023-01-25,Bahawalpur,18
2023-01-26,Bahawalpur,32
2023-01-27,Bahawalpur,36
2023-01-28,Bahawalpur,36
2023-01-29,Bahawalpur,23
2023-01-30,Bahawalpur,37
2023-01-31,Bahawalpur,28
2023-02-01,Bahawalpur,28
2023-02-02,Bahawalpur,22
2023-02-03,Bahawalpur,26
2023-02-04,Bahawalpur,36
2023-02-05,Bahawalpur,25
2023-02-06,Bahawalpur,30
2023-02-07,Bahawalpur,37
2023-02-08,Bahawalpur,18
2023-02-09,Bahawalpur,31
2023-02-10,Bahawalpur,33
2023-02-11,Bahawalpur,22
2023-02-12,Bahawalpur,29
2023-02-13,Bahawalpur,28
2023-02-14,Bahawalpur,19
2023-02-15,Bahawalpur,39
2023-02-16,Bahawalpur,22
2023-02-17,Bahawalpur,37
2023-02-18,Bahawalpur,35
2023-02-19,Bahawalpur,28
2023-02-20,Bahawalpur,29
2023-02-21,Bahawalpur,26
2023-02-22,Bahawalpur,29
2023-02-23,Bahawalpur,17
2023-02-24,Bahawalpur,26
2023-02-25,Bahawalpur,23
2023-02-26,Bahawalpur,36
2023-02-27,Bahawalpur,31
2023-02-28,Bahawalpur,29
2023-03-01,Bahawalpur,32
2023-03-02,Bahawalpur,46
2023-03-03,Bahawalpur,33
2023-03-04,Bahawalpur,29
2023-03-05,Bahawalpur,27
2023-03-06,Bahawalpur,17
2023-03-07,Bahawalpur,31
2023-03-08,Bahawalpur,23
2023-03-09,Bahawalpur,28
2023-03-10,Bahawalpur,24
2023-03-11,Bahawalpur,23
2023-03-12,Bahawalpur,26
2023-03-13,Bahawalpur,23
2023-03-14,Bahawalpur,29
2023-03-15,Bahawalpur,29
2023-03-16,Bahawalpur,20
2023-03-17,Bahawalpur,19
2023-03-18,Bahawalpur,23
2023-03-19,Bahawalpur,23
2023-03-20,Bahawalpur,25
2023-03-21,Bahawalpur,32
2023-03-22,Bahawalpur,24
2023-03-23,Bahawalpur,27
2023-03-24,Bahawalpur,22
2023-03-25,Bahawalpur,22
2023-03-26,Bahawalpur,38
2023-03-27,Bahawalpur,31
2023-03-28,Bahawalpur,22
2023-03-29,Bahawalpur,32
2023-03-30,Bahawalpur,30
2023-03-31,Bahawalpur,33
2023-04-01,Bahawalpur,54
2023-04-02,Bahawalpur,50
2023-04-03,Bahawalpur,67
2023-04-04,Bahawalpur,52
2023-04-05,Bahawalpur,47
2023-04-06,Bahawalpur,52
2023-04-07,Bahawalpur,48
2023-04-08,Bahawalpur,44
2023-04-09,Bahawalpur,44
2023-04-10,Bahawalpur,44
2023-04-11,Bahawalpur,70
2023-04-12,Bahawalpur,51
2023-04-13,Bahawalpur,44
2023-04-14,Bahawalpur,62
2023-04-15,Bahawalpur,46
2023-04-16,Bahawalpur,60
2023-04-17,Bahawalpur,61
2023-04-18,Bahawalpur,51
2023-04-19,Bahawalpur,50
2023-04-20,Bahawalpur,58
2023-04-21,Bahawalpur,56
2023-04-22,Bahawalpur,53
2023-04-23,Bahawalpur,56
2023-04-24,Bahawalpur,78
2023-04-25,Bahawalpur,49
2023-04-26,Bahawalpur,68
2023-04-27,Bahawalpur,66
2023-04-28,Bahawalpur,71
2023-04-29,Bahawalpur,68
2023-04-30,Bahawalpur,68
2023-05-01,Bahawalpur,75
2023-05-02,Bahawalpur,58
2023-05-03,Bahawalpur,48
2023-05-04,Bahawalpur,67
2023-05-05,Bahawalpur,51
2023-05-06,Bahawalpur,70
2023-05-07,Bahawalpur,51
2023-05-08,Bahawalpur,62
2023-05-09,Bahawalpur,74
2023-05-10,Bahawalpur,53
2023-05-11,Bahawalpur,71
2023-05-12,Bahawalpur,69
2023-05-13,Bahawalpur,63
2023-05-14,Bahawalpur,62
2023-05-15,Bahawalpur,38
2023-05-16,Bahawalpur,61
2023-05-17,Bahawalpur,76
2023-05-18,Bahawalpur,62
2023-05-19,Bahawalpur,57
2023-05-20,Bahawalpur,80
2023-05-21,Bahawalpur,92
2023-05-22,Bahawalpur,64
2023-05-23,Bahawalpur,72
2023-05-24,Bahawalpur,72
2023-05-25,Bahawalpur,64
2023-05-26,Bahawalpur,81
2023-05-27,Bahawalpur,61
2023-05-28,Bahawalpur,83
2023-05-29,Bahawalpur,53
2023-05-30,Bahawalpur,69
2023-05-31,Bahawalpur,63
2023-06-01,Bahawalpur,46
2023-06-02,Bahawalpur,45
2023-06-03,Bahawalpur,44
2023-06-04,Bahawalpur,63
2023-06-05,Bahawalpur,60
2023-06-06,Bahawalpur,63
2023-06-07,Bahawalpur,61
2023-06-08,Bahawalpur,56
2023-06-09,Bahawalpur,67
2023-06-10,Bahawalpur,50
2023-06-11,Bahawalpur,52
2023-06-12,Bahawalpur,62
2023-06-13,Bahawalpur,63
2023-06-14,Bahawalpur,61
2023-06-15,Bahawalpur,52
2023-06-16,Bahawalpur,45
2023-06-17,Bahawalpur,54
2023-06-18,Bahawalpur,64
2023-06-19,Bahawalpur,67
2023-06-20,Bahawalpur,52
2023-06-21,Bahawalpur,59
2023-06-22,Bahawalpur,69
2023-06-23,Bahawalpur,75
2023-06-24,Bahawalpur,66
2023-06-25,Bahawalpur,58
2023-06-26,Bahawalpur,68
2023-06-27,Bahawalpur,50
2023-06-28,Bahawalpur,61
2023-06-29,Bahawalpur,69
2023-06-30,Bahawalpur,62
2023-07-01,Bahawalpur,86
2023-07-02,Bahawalpur,85
2023-07-03,Bahawalpur,74
2023-07-04,Bahawalpur,98
2023-07-05,Bahawalpur,88
2023-07-06,Bahawalpur,74
2023-07-07,Bahawalpur,72
2023-07-08,Bahawalpur,73
2023-07-09,Bahawalpur,79
2023-07-10,Bahawalpur,76
2023-07-11,Bahawalpur,70
2023-07-12,Bahawalpur,72
2023-07-13,Bahawalpur,86
2023-07-14,Bahawalpur,76
2023-07-15,Bahawalpur,78
2023-07-16,Bahawalpur,91
2023-07-17,Bahawalpur,86
2023-07-18,Bahawalpur,93
2023-07-19,Bahawalpur,74
2023-07-20,Bahawalpur,57
2023-07-21,Bahawalpur,87
2023-07-22,Bahawalpur,79
2023-07-23,Bahawalpur,70
2023-07-24,Bahawalpur,79
2023-07-25,Bahawalpur,56
2023-07-26,Bahawalpur,74
2023-07-27,Bahawalpur,69
2023-07-28,Bahawalpur,77
2023-07-29,Bahawalpur,63
2023-07-30,Bahawalpur,75
2023-07-31,Bahawalpur,84
2023-08-01,Bahawalpur,123
2023-08-02,Bahawalpur,139
2023-08-03,Bahawalpur,123
2023-08-04,Bahawalpur,103
2023-08-05,Bahawalpur,127
2023-08-06,Bahawalpur,120
2023-08-07,Bahawalpur,121
2023-08-08,Bahawalpur,106
2023-08-09,Bahawalpur,137
2023-08-10,Bahawalpur,113
2023-08-11,Bahawalpur,143
2023-08-12,Bahawalpur,111
2023-08-13,Bahawalpur,106
2023-08-14,Bahawalpur,111
2023-08-15,Bahawalpur,110
2023-08-16,Bahawalpur,106
2023-08-17,Bahawalpur,113
2023-08-18,Bahawalpur,121
2023-08-19,Bahawalpur,118
2023-08-20,Bahawalpur,117
2023-08-21,Bahawalpur,114
2023-08-22,Bahawalpur,87
2023-08-23,Bahawalpur,116
2023-08-24,Bahawalpur,106
2023-08-25,Bahawalpur,132
2023-08-26,Bahawalpur,121
2023-08-27,Bahawalpur,118
2023-08-28,Bahawalpur,136
2023-08-29,Bahawalpur,112
2023-08-30,Bahawalpur,97
2023-08-31,Bahawalpur,132
2023-09-01,Bahawalpur,113
2023-09-02,Bahawalpur,129
2023-09-03,Bahawalpur,135
2023-09-04,Bahawalpur,102
2023-09-05,Bahawalpur,110
2023-09-06,Bahawalpur,120
2023-09-07,Bahawalpur,106
2023-09-08,Bahawalpur,108
2023-09-09,Bahawalpur,118
2023-09-10,Bahawalpur,142
2023-09-11,Bahawalpur,129
2023-09-12,Bahawalpur,117
2023-09-13,Bahawalpur,116
2023-09-14,Bahawalpur,129
2023-09-15,Bahawalpur,133
2023-09-16,Bahawalpur,127
2023-09-17,Bahawalpur,97
2023-09-18,Bahawalpur,130
2023-09-19,Bahawalpur,116
2023-09-20,Bahawalpur,101
2023-09-21,Bahawalpur,115
2023-09-22,Bahawalpur,133
2023-09-23,Bahawalpur,120
2023-09-24,Bahawalpur,131
2023-09-25,Bahawalpur,140
2023-09-26,Bahawalpur,135
2023-09-27,Bahawalpur,131
2023-09-28,Bahawalpur,138
2023-09-29,Bahawalpur,83
2023-09-30,Bahawalpur,110
2023-10-01,Bahawalpur,129
2023-10-02,Bahawalpur,114
2023-10-03,Bahawalpur,105
2023-10-04,Bahawalpur,113
2023-10-05,Bahawalpur,120
2023-10-06,Bahawalpur,121
2023-10-07,Bahawalpur,78
2023-10-08,Bahawalpur,107
2023-10-09,Bahawalpur,94
2023-10-10,Bahawalpur,115
2023-10-11,Bahawalpur,125
2023-10-12,Bahawalpur,124
2023-10-13,Bahawalpur,115
2023-10-14,Bahawalpur,120
2023-10-15,Bahawalpur,117
2023-10-16,Bahawalpur,96
2023-10-17,Bahawalpur,124
2023-10-18,Bahawalpur,100
2023-10-19,Bahawalpur,120
2023-10-20,Bahawalpur,111
2023-10-21,Bahawalpur,80
2023-10-22,Bahawalpur,131
2023-10-23,Bahawalpur,130
2023-10-24,Bahawalpur,173
2023-10-25,Bahawalpur,151
2023-10-26,Bahawalpur,81
2023-10-27,Bahawalpur,109
2023-10-28,Bahawalpur,114
2023-10-29,Bahawalpur,108
2023-10-30,Bahawalpur,114
2023-10-31,Bahawalpur,97
2023-11-01,Bahawalpur,65
2023-11-02,Bahawalpur,83
2023-11-03,Bahawalpur,83
2023-11-04,Bahawalpur,65
2023-11-05,Bahawalpur,68
2023-11-06,Bahawalpur,78
2023-11-07,Bahawalpur,81
2023-11-08,Bahawalpur,65
2023-11-09,Bahawalpur,44
2023-11-10,Bahawalpur,84
2023-11-11,Bahawalpur,53
2023-11-12,Bahawalpur,72
2023-11-13,Bahawalpur,70
2023-11-14,Bahawalpur,63
2023-11-15,Bahawalpur,70
2023-11-16,Bahawalpur,65
2023-11-17,Bahawalpur,74
2023-11-18,Bahawalpur,99
2023-11-19,Bahawalpur,78
2023-11-20,Bahawalpur,85
2023-11-21,Bahawalpur,65
2023-11-22,Bahawalpur,79
2023-11-23,Bahawalpur,68
2023-11-24,Bahawalpur,74
2023-11-25,Bahawalpur,74
2023-11-26,Bahawalpur,69
2023-11-27,Bahawalpur,72
2023-11-28,Bahawalpur,69
2023-11-29,Bahawalpur,91
2023-11-30,Bahawalpur,52
2023-12-01,Bahawalpur,45
2023-12-02,Bahawalpur,58
2023-12-03,Bahawalpur,35
2023-12-04,Bahawalpur,34
2023-12-05,Bahawalpur,46
2023-12-06,Bahawalpur,33
2023-12-07,Bahawalpur,46
2023-12-08,Bahawalpur,50
2023-12-09,Bahawalpur,40
2023-12-10,Bahawalpur,39
2023-12-11,Bahawalpur,25
2023-12-12,Bahawalpur,40
2023-12-13,Bahawalpur,32
2023-12-14,Bahawalpur,44
2023-12-15,Bahawalpur,34
2023-12-16,Bahawalpur,46
2023-12-17,Bahawalpur,41
2023-12-18,Bahawalpur,34
2023-12-19,Bahawalpur,39
2023-12-20,Bahawalpur,44
2023-12-21,Bahawalpur,29
2023-12-22,Bahawalpur,29
2023-12-23,Bahawalpur,44
2023-12-24,Bahawalpur,29
2023-12-25,Bahawalpur,38
2023-12-26,Bahawalpur,27
2023-12-27,Bahawalpur,23
2023-12-28,Bahawalpur,34
2023-12-29,Bahawalpur,41
2023-12-30,Bahawalpur,23
2023-12-31,Bahawalpur,28
2024-01-01,Bahawalpur,37
2024-01-02,Bahawalpur,40
2024-01-03,Bahawalpur,37
2024-01-04,Bahawalpur,35
2024-01-05,Bahawalpur,31
2024-01-06,Bahawalpur,35
2024-01-07,Bahawalpur,36
2024-01-08,Bahawalpur,44
2024-01-09,Bahawalpur,36
2024-01-10,Bahawalpur,30
2024-01-11,Bahawalpur,33
2024-01-12,Bahawalpur,30
2024-01-13,Bahawalpur,23
2024-01-14,Bahawalpur,32
2024-01-15,Bahawalpur,27
2024-01-16,Bahawalpur,24
2024-01-17,Bahawalpur,28
2024-01-18,Bahawalpur,27
2024-01-19,Bahawalpur,32
2024-01-20,Bahawalpur,36
2024-01-21,Bahawalpur,32
2024-01-22,Bahawalpur,25
2024-01-23,Bahawalpur,28
2024-01-24,Bahawalpur,34
2024-01-25,Bahawalpur,31
2024-01-26,Bahawalpur,26
2024-01-27,Bahawalpur,21
2024-01-28,Bahawalpur,24
2024-01-29,Bahawalpur,36
2024-01-30,Bahawalpur,35
2024-01-31,Bahawalpur,27
2024-02-01,Bahawalpur,21
2024-02-02,Bahawalpur,30
2024-02-03,Bahawalpur,26
2024-02-04,Bahawalpur,24
2024-02-05,Bahawalpur,33
2024-02-06,Bahawalpur,25
2024-02-07,Bahawalpur,23
2024-02-08,Bahawalpur,24
2024-02-09,Bahawalpur,33
2024-02-11,Bahawalpur,31
2024-02-12,Bahawalpur,38
2024-02-13,Bahawalpur,35
2024-02-14,Bahawalpur,31
2024-02-15,Bahawalpur,32
2024-02-16,Bahawalpur,33
2024-02-17,Bahawalpur,16
2024-02-18,Bahawalpur,21
2024-02-19,Bahawalpur,20
2024-02-20,Bahawalpur,17
2024-02-21,Bahawalpur,29
2024-02-22,Bahawalpur,23
2024-02-23,Bahawalpur,25
2024-02-24,Bahawalpur,32
2024-02-25,Bahawalpur,30
2024-02-26,Bahawalpur,27
2024-02-27,Bahawalpur,40
2024-02-28,Bahawalpur,35
2024-02-29,Bahawalpur,24
2024-03-01,Bahawalpur,26
2024-03-02,Bahawalpur,27
2024-03-03,Bahawalpur,35
2024-03-04,Bahawalpur,19
2024-03-05,Bahawalpur,26
2024-03-06,Bahawalpur,20
2024-03-07,Bahawalpur,19
2024-03-08,Bahawalpur,30
2024-03-09,Bahawalpur,33
2024-03-10,Bahawalpur,25
2024-03-11,Bahawalpur,36
2024-03-12,Bahawalpur,34
2024-03-13,Bahawalpur,18
2024-03-14,Bahawalpur,38
2024-03-15,Bahawalpur,33
2024-03-16,Bahawalpur,38
2024-03-17,Bahawalpur,21
2024-03-18,Bahawalpur,14
2024-03-19,Bahawalpur,32
2024-03-20,Bahawalpur,35
2024-03-21,Bahawalpur,38
2024-03-22,Bahawalpur,30
2024-03-23,Bahawalpur,24
2024-03-24,Bahawalpur,37
2024-03-25,Bahawalpur,33
2024-03-26,Bahawalpur,25
2024-03-27,Bahawalpur,36
2024-03-28,Bahawalpur,31
2024-03-29,Bahawalpur,22
2024-03-30,Bahawalpur,24
2024-03-31,Bahawalpur,41
2024-04-01,Bahawalpur,47
2024-04-02,Bahawalpur,59
2024-04-03,Bahawalpur,55
2024-04-04,Bahawalpur,53
2024-04-05,Bahawalpur,61
2024-04-06,Bahawalpur,59
2024-04-07,Bahawalpur,55
2024-04-08,Bahawalpur,44
2024-04-09,Bahawalpur,44
2024-04-10,Bahawalpur,66
2024-04-11,Bahawalpur,52
2024-04-12,Bahawalpur,64
2024-04-13,Bahawalpur,62
2024-04-14,Bahawalpur,54
2024-04-15,Bahawalpur,57
2024-04-16,Bahawalpur,67
2024-04-17,Bahawalpur,62
2024-04-18,Bahawalpur,43
2024-04-19,Bahawalpur,54
2024-04-20,Bahawalpur,59
2024-04-21,Bahawalpur,54
2024-04-22,Bahawalpur,65
2024-04-23,Bahawalpur,59
2024-04-24,Bahawalpur,62
2024-04-25,Bahawalpur,50
2024-04-26,Bahawalpur,59
2024-04-27,Bahawalpur,66
2024-04-28,Bahawalpur,59
2024-04-29,Bahawalpur,47
2024-04-30,Bahawalpur,64
2024-05-01,Bahawalpur,49
2024-05-02,Bahawalpur,64
2024-05-03,Bahawalpur,56
2024-05-04,Bahawalpur,65
2024-05-05,Bahawalpur,77
2024-05-06,Bahawalpur,54
2024-05-07,Bahawalpur,64
2024-05-08,Bahawalpur,77
2024-05-09,Bahawalpur,56
2024-05-10,Bahawalpur,52
2024-05-11,Bahawalpur,45
2024-05-12,Bahawalpur,64
2024-05-13,Bahawalpur,76
2024-05-14,Bahawalpur,57
2024-05-15,Bahawalpur,57
2024-05-16,Bahawalpur,59
2024-05-17,Bahawalpur,49
2024-05-18,Bahawalpur,53
2024-05-19,Bahawalpur,75
2024-05-20,Bahawalpur,50
2024-05-21,Bahawalpur,79
2024-05-22,Bahawalpur,71
2024-05-23,Bahawalpur,59
2024-05-24,Bahawalpur,61
2024-05-25,Bahawalpur,82
2024-05-26,Bahawalpur,82
2024-05-27,Bahawalpur,68
2024-05-28,Bahawalpur,65
2024-05-29,Bahawalpur,70
2024-05-30,Bahawalpur,58
2024-05-31,Bahawalpur,74
2024-06-01,Bahawalpur,48
2024-06-02,Bahawalpur,71
2024-06-03,Bahawalpur,55
2024-06-04,Bahawalpur,46
2024-06-05,Bahawalpur,66
2024-06-06,Bahawalpur,50
2024-06-07,Bahawalpur,50
2024-06-08,Bahawalpur,46
2024-06-09,Bahawalpur,63
2024-06-10,Bahawalpur,68
2024-06-11,Bahawalpur,69
2024-06-12,Bahawalpur,62
2024-06-13,Bahawalpur,65
2024-06-14,Bahawalpur,57
2024-06-15,Bahawalpur,41
2024-06-16,Bahawalpur,59
2024-06-17,Bahawalpur,70
2024-06-18,Bahawalpur,70
2024-06-19,Bahawalpur,70
2024-06-20,Bahawalpur,52
2024-06-21,Bahawalpur,62
2024-06-22,Bahawalpur,65
2024-06-23,Bahawalpur,59
2024-06-24,Bahawalpur,44
2024-06-25,Bahawalpur,80
2024-06-26,Bahawalpur,40
2024-06-27,Bahawalpur,43
2024-06-28,Bahawalpur,62
2024-06-29,Bahawalpur,78
2024-06-30,Bahawalpur,53
2024-07-01,Bahawalpur,79
2024-07-02,Bahawalpur,88
2024-07-03,Bahawalpur,77
2024-07-04,Bahawalpur,80
2024-07-05,Bahawalpur,82
2024-07-06,Bahawalpur,85
2024-07-07,Bahawalpur,66
2024-07-08,Bahawalpur,67
2024-07-09,Bahawalpur,69
2024-07-10,Bahawalpur,90
2024-07-11,Bahawalpur,87
2024-07-12,Bahawalpur,86
2024-07-13,Bahawalpur,68
2024-07-14,Bahawalpur,67
2024-07-15,Bahawalpur,92
2024-07-16,Bahawalpur,65
2024-07-17,Bahawalpur,85
2024-07-18,Bahawalpur,68
2024-07-19,Bahawalpur,85
2024-07-20,Bahawalpur,89
2024-07-21,Bahawalpur,91
2024-07-22,Bahawalpur,78
2024-07-23,Bahawalpur,75
2024-07-24,Bahawalpur,83
2024-07-25,Bahawalpur,67
2024-07-26,Bahawalpur,64
2024-07-27,Bahawalpur,81
2024-07-28,Bahawalpur,85
2024-07-29,Bahawalpur,78
2024-07-30,Bahawalpur,70
2024-07-31,Bahawalpur,83
2024-08-01,Bahawalpur,146
2024-08-02,Bahawalpur,113
2024-08-03,Bahawalpur,106
2024-08-04,Bahawalpur,134
2024-08-05,Bahawalpur,100
2024-08-06,Bahawalpur,116
2024-08-07,Bahawalpur,136
2024-08-08,Bahawalpur,121
2024-08-09,Bahawalpur,140
2024-08-10,Bahawalpur,108
2024-08-11,Bahawalpur,113
2024-08-12,Bahawalpur,128
2024-08-13,Bahawalpur,120
2024-08-14,Bahawalpur,95
2024-08-15,Bahawalpur,136
2024-08-16,Bahawalpur,93
2024-08-17,Bahawalpur,115
2024-08-18,Bahawalpur,137
2024-08-19,Bahawalpur,127
2024-08-20,Bahawalpur,86
2024-08-21,Bahawalpur,109
2024-08-22,Bahawalpur,88
2024-08-23,Bahawalpur,113
2024-08-24,Bahawalpur,135
2024-08-25,Bahawalpur,127
2024-08-26,Bahawalpur,144
2024-08-27,Bahawalpur,104
2024-08-28,Bahawalpur,128
2024-08-29,Bahawalpur,131
2024-08-30,Bahawalpur,111
2024-08-31,Bahawalpur,107
2024-09-01,Bahawalpur,127
2024-09-02,Bahawalpur,110
2024-09-03,Bahawalpur,84
2024-09-04,Bahawalpur,100
2024-09-05,Bahawalpur,105
